,names,DominantPollutant,aqi,PM10,dew,humidity,NO2,PM2,SO2,CO,O3,URL,Latitude,Longitude,datetime,ptu_id_1,ptu_id_2,ptu_id_3,ptu_id_4,ptu_id_5,ptu_id_6,label_1,label_2,label_3,label_4,label_5,label_6,ptu_ids,sample_values,ptu_labels
58,Guangzhou,pm25,114,55,0.0,77.0,35.2,114,5.1,9.1,1.7,https://api.waqi.info/feed/Guangzhou/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,23.141191,113.258374,2020-04-16 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[9.1,35.2,1.7,55,114,5.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
59,Guarulhos,pm25,46,18,15.0,72.0,0.0,46,0.0,0.0,13.0,https://api.waqi.info/feed/Guarulhos/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,-23.455534258,-46.518533403,2020-04-15 21:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,13.0,18,46,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
60,Guiyang,pm25,142,54,0.0,82.0,6.9,142,4.6,6.4,46.3,https://api.waqi.info/feed/Guiyang/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,26.647661,106.630154,2020-04-16 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[6.4,6.9,46.3,54,142,4.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
61,Gwangju,pm25,109,58,0.0,57.0,38.9,109,5.8,6.7,15.2,https://api.waqi.info/feed/Gwangju/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,35.1595454,126.8526012,2020-04-16 09:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[6.7,38.9,15.2,58,109,5.8]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
62,Haiphong,pm25,18,10,19.4,90.6,10.0,18,24.0,0.0,0.0,https://api.waqi.info/feed/Haiphong/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,21.0357507,106.7641068,2020-04-16 05:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,10.0,0.0,10,18,24.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
63,Hamburg,pm25,38,19,2.0,75.0,6.9,38,1.6,0.1,31.7,https://api.waqi.info/feed/Hamburg/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,53.59235,10.053724,2020-04-16 03:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,6.9,31.7,19,38,1.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
64,Handan,pm25,139,91,0.0,77.1,14.7,139,5.1,0.1,18.3,https://api.waqi.info/feed/Handan/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,36.625604,114.539085,2020-04-16 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,14.7,18.3,91,139,5.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
65,Hangzhou,pm25,147,64,0.0,72.0,33.9,147,5.6,10.0,6.5,https://api.waqi.info/feed/Hangzhou/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,30.274085,120.15507,2020-04-16 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[10.0,33.9,6.5,64,147,5.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
66,HANOI,pm25,152,0,19.0,83.0,3.2,152,2.6,0.2,5.7,https://api.waqi.info/feed/HANOI/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,21.0215063,105.8188748,2020-04-16 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.2,3.2,5.7,0,152,2.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
67,Haora,pm25,94,51,21.0,86.63,6.2,94,3.7,4.5,7.5,https://api.waqi.info/feed/Haora/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,22.5707053,88.3008448,2020-04-16 05:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[4.5,6.2,7.5,51,94,3.7]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
68,Harbin,pm25,158,65,-1.3,61.2,19.2,158,10.7,10.0,43.5,https://api.waqi.info/feed/Harbin/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,45.7258,126.646,2020-04-16 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[10.0,19.2,43.5,65,158,10.7]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
69,Hefei,pm25,72,47,0.0,63.0,14.7,72,5.6,6.4,34.6,https://api.waqi.info/feed/Hefei/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,31.821448,117.227271,2020-04-16 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[6.4,14.7,34.6,47,72,5.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
70,Hiroshima,pm25,57,5,0.0,59.1,5.6,57,1.5,3.4,21.6,https://api.waqi.info/feed/Hiroshima/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,34.3852029,132.4552927,2020-04-16 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[3.4,5.6,21.6,5,57,1.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
71,Ho Chi Minh,pm25,70,0,23.0,76.0,0.0,70,0.0,0.0,0.0,https://api.waqi.info/feed/Ho%20Chi%20Minh/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,10.782978,106.700711,2020-04-16 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,70,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
72,Hong Kong,pm25,68,27,0.0,77.0,41.1,68,2.8,6.7,8.2,https://api.waqi.info/feed/Hong%20Kong/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,22.2796569,114.1719873,2020-04-16 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[6.7,41.1,8.2,27,68,2.8]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
73,Houston,o3,38,0,3.0,30.0,18.4,24,0.0,2.3,37.6,https://api.waqi.info/feed/Houston/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,29.686389,-95.294722,2020-04-15 17:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[2.3,18.4,37.6,0,24,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
74,Hyderabad,pm25,104,0,0.0,35.0,0.0,104,0.0,0.0,0.0,https://api.waqi.info/feed/Hyderabad/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,17.38405,78.45636,2020-04-16 05:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,104,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
75,Hyderabad,pm25,104,0,0.0,35.0,0.0,104,0.0,0.0,0.0,https://api.waqi.info/feed/Hyderabad/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,17.38405,78.45636,2020-04-16 05:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,104,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
76,Incheon,pm25,76,58,0.0,47.0,43.6,76,5.8,11.2,14.5,https://api.waqi.info/feed/Incheon/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,37.4562557,126.7052062,2020-04-16 09:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[11.2,43.6,14.5,58,76,5.8]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
77,Indore,pm25,89,55,7.0,28.333333333333332,3.8,89,2.1,2.5,15.2,https://api.waqi.info/feed/Indore/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,22.719444,75.870278,2020-04-16 05:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[2.5,3.8,15.2,55,89,2.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
78,Istanbul,pm25,53,29,3.0,70.0,32.0,53,1.1,1.9,14.2,https://api.waqi.info/feed/Istanbul/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,41.014722,28.954722,2020-04-16 01:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.9,32.0,14.2,29,53,1.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
79,Izmir,pm10,20,20,8.0,87.0,2.8,0,2.7,0.0,0.0,https://api.waqi.info/feed/Izmir/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,38.432222,27.144444,2020-04-16 01:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,2.8,0.0,20,0,2.7]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
80,Jaipur,pm25,93,65,8.0,26.130000000000003,5.5,93,0.2,0.5,27.2,https://api.waqi.info/feed/Jaipur/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,26.9405166,75.8007016,2020-04-16 05:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.5,5.5,27.2,65,93,0.2]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
81,JAKARTA,pm25,109,58,26.0,100.0,0.0,109,0.0,0.0,0.0,https://api.waqi.info/feed/JAKARTA/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,-6.182536,106.834236,2020-04-16 06:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,58,109,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
82,Jeddah,o3,37,20,17.0,64.0,3.0,0,4.0,1.0,37.0,https://api.waqi.info/feed/Jeddah/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,21.524667,39.203088,2020-04-16 01:39:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[1.0,3.0,37.0,20,0,4.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
83,Jilin,pm25,188,114,0.0,37.0,22.9,188,25.9,11.8,35.4,https://api.waqi.info/feed/Jilin/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,43.837883,126.549572,2020-04-16 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[11.8,22.9,35.4,114,188,25.9]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
84,Jinan,pm25,122,79,0.0,49.2,13.8,122,2.6,0.1,32.9,https://api.waqi.info/feed/Jinan/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,36.650997,117.120497,2020-04-16 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,13.8,32.9,79,122,2.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
85,Johannesburg,pm25,25,10,0.0,70.0,9.6,25,1.6,9.3,0.0,https://api.waqi.info/feed/Johannesburg/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,-26.178666,28.13314,2020-04-16 02:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[9.3,9.6,0.0,10,25,1.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
86,KABUL,pm25,139,0,7.0,87.0,0.0,139,0.0,0.0,0.0,https://api.waqi.info/feed/KABUL/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,34.554382,69.2046,2020-04-16 04:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,139,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
87,Kanpur,pm25,170,0,20.0,62.0,18.2,170,9.8,0.0,2.3,https://api.waqi.info/feed/Kanpur/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,26.4703088,80.3251749,2020-04-16 05:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,18.2,2.3,0,170,9.8]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
88,Kaohsiung,pm25,89,49,0.0,66.0,33.2,89,4.6,13.0,19.8,https://api.waqi.info/feed/Kaohsiung/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,22.608711,120.312017,2020-04-16 08:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[13.0,33.2,19.8,49,89,4.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
89,Karachi,pm25,70,0,22.0,78.0,0.0,70,0.0,0.0,0.0,https://api.waqi.info/feed/Karachi/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,24.8415,67.0091,2020-04-16 04:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,70,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
90,Kawasaki,pm25,50,16,0.0,81.0,12.1,50,1.5,3.4,32.0,https://api.waqi.info/feed/Kawasaki/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,35.5309058,139.7030511,2020-04-16 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[3.4,12.1,32.0,16,50,1.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
91,KIEV,pm25,14,7,0.0,99.9,0.0,14,0.0,0.0,0.0,https://api.waqi.info/feed/KIEV/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,50.444,30.54,2020-04-16 04:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,7,14,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
92,Kitakyushu,pm25,42,13,0.0,87.0,12.1,42,2.9,0.0,28.1,https://api.waqi.info/feed/Kitakyushu/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,33.8834093,130.8752161,2020-04-15 23:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,12.1,28.1,13,42,2.9]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
93,Kobe,pm25,61,13,0.0,62.2,19.5,61,2.9,2.3,21.6,https://api.waqi.info/feed/Kobe/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,34.690083,135.1955112,2020-04-16 08:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[2.3,19.5,21.6,13,61,2.9]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
94,Kolkata,pm25,104,0,21.5,94.0,0.0,104,0.0,0.0,0.0,https://api.waqi.info/feed/Kolkata/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,22.56263,88.36304,2020-04-16 05:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,104,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
95,Kowloon,pm25,68,27,0.0,77.0,41.1,68,2.8,6.7,8.2,https://api.waqi.info/feed/Kowloon/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,22.396428,114.109497,2020-04-16 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[6.7,41.1,8.2,27,68,2.8]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
96,KUALA LUMPUR,,55,0,0.0,100.0,0.0,0,0.0,0.0,0.0,https://api.waqi.info/feed/KUALA%20LUMPUR/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,3.139003,101.686855,2020-04-16 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,0,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
97,Kunming,pm25,119,53,0.0,87.0,15.6,119,4.1,9.1,33.8,https://api.waqi.info/feed/Kunming/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,24.880182,102.832861,2020-04-16 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[9.1,15.6,33.8,53,119,4.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
98,Kyoto,pm25,46,11,0.0,54.0,11.2,46,2.9,5.6,24.8,https://api.waqi.info/feed/Kyoto/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,35.0116363,135.7680294,2020-04-16 08:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[5.6,11.2,24.8,11,46,2.9]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
99,Lahore,pm25,112,0,16.0,60.0,0.0,112,0.0,0.0,0.0,https://api.waqi.info/feed/Lahore/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,31.560078,74.33589,2020-04-16 04:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,112,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
100,Lanzhou,pm25,99,96,0.0,40.3,9.6,99,4.1,4.6,27.7,https://api.waqi.info/feed/Lanzhou/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,36.061255,103.834377,2020-04-16 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[4.6,9.6,27.7,96,99,4.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
101,Leon,o3,26,2,0.0,0.0,5.5,0,2.6,0.1,26.0,https://api.waqi.info/feed/Leon/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,42.603888888889,-5.587222222222,2020-04-15 22:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,5.5,26.0,2,0,2.6]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
102,LIMA,pm25,37,15,17.5,54.8,20.4,37,0.0,0.5,23.9,https://api.waqi.info/feed/LIMA/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,-12.07053,-77.04317,2020-04-15 19:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.5,20.4,23.9,15,37,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
103,LONDON,pm25,81,34,0.0,76.6,25.7,81,7.5,4.0,16.9,https://api.waqi.info/feed/LONDON/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,51.5073509,-0.1277583,2020-04-15 22:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[4.0,25.7,16.9,34,81,7.5]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
104,Los Angeles,pm10,20,20,0.0,25.6,0.4,13,0.0,2.6,4.0,https://api.waqi.info/feed/Los%20Angeles/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,34.06653,-118.22676,2020-04-15 16:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[2.6,0.4,4.0,20,13,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
105,Lucknow,pm25,181,0,20.0,68.77,7.5,181,1.0,5.8,5.9,https://api.waqi.info/feed/Lucknow/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,26.84578611,80.93874444,2020-04-16 05:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[5.8,7.5,5.9,0,181,1.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
106,Ludhiana,pm25,101,65,6.9,71.57,7.2,101,2.0,2.6,12.9,https://api.waqi.info/feed/Ludhiana/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,30.9019147,75.8077749,2020-04-16 05:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[2.6,7.2,12.9,65,101,2.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
107,Luoyang,pm25,153,77,0.0,49.1,33.0,153,12.2,12.7,7.0,https://api.waqi.info/feed/Luoyang/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,34.618452,112.45429,2020-04-16 07:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[12.7,33.0,7.0,77,153,12.2]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
108,MADRID,pm25,17,5,0.0,78.7,4.6,17,2.1,0.1,26.9,https://api.waqi.info/feed/MADRID/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,40.4167754,-3.7037902,2020-04-16 00:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.1,4.6,26.9,5,17,2.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
109,MANILA,,-,0,0.0,48.0,0.0,0,0.0,0.0,0.0,https://api.waqi.info/feed/MANILA/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,14.5995124,120.9842195,,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,0,0,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
110,Mashhad,co,30,12,6.0,100.0,0.0,10,0.0,30.0,0.0,https://api.waqi.info/feed/Mashhad/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,36.3382,59.5853,2020-04-16 03:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[30.0,0.0,0.0,12,10,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
111,Mecca,o3,46,25,-7.0,17.0,1.0,0,5.0,9.0,46.0,https://api.waqi.info/feed/Mecca/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,21.42463611,39.82916667,2020-04-16 01:39:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[9.0,1.0,46.0,25,0,5.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
112,Medan,pm10,26,26,27.0,84.0,0.0,0,0.0,0.0,0.0,https://api.waqi.info/feed/Medan/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,3.5951956,98.6722227,2020-04-02 16:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,26,0,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
113,Medellin,pm25,76,36,0.0,96.5,0.0,76,0.0,0.0,0.0,https://api.waqi.info/feed/Medellin/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,6.252763,-75.569404,2020-04-15 18:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.0,0.0,0.0,36,76,0.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
114,Medina,pm10,22,22,0.0,0.0,26.0,0,3.0,7.0,86.0,https://api.waqi.info/feed/Medina/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,24.491075,39.58805556,2019-08-27 09:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[7.0,26.0,86.0,22,0,3.0]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
115,Meerut,pm10,228,228,12.0,52.0,27.8,206,14.1,31.2,1.3,https://api.waqi.info/feed/Meerut/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,29.06351,77.709723,2020-04-16 05:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[31.2,27.8,1.3,228,206,14.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
116,Melbourne,pm25,46,11,12.3,72.0,3.8,46,1.1,0.7,14.5,https://api.waqi.info/feed/Melbourne/?token=bc8cabfdf4e2745126adb1fd8926a0017f982425,-37.8073959,144.97,2020-04-16 09:00:00,100,101,102,103,104,105,"""CO""","""NO2""","""O3""","""PM10""","""PM25""","""SO2""","[100,101,102,103,104,105]","[0.7,3.8,14.5,11,46,1.1]","[""CO"",""NO2"",""O3"",""PM10"",""PM25"",""SO2""]"
